email_id,fecha_raw,asunto_raw,remitente,zona,texto_mail,thread_id
779,20/04/25,Error en la factura,cliente@gmail.com,San Miguel,"Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1673
780,"Apr 12, 2025",Entrega tarde otra vez,cliente@gmail.com,San Isidro,Muy mal servicio. Aguardo solución urgente.,1674
781,2025-02-13 00:00,Entrega tarde otra vez,reclamos@hotmail.com,Tigre,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1675
782,"Apr 19, 2025",Queja repartidor,reclamos@hotmail.com,Escobar,Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.,1676
783,2025/05/11,Servicio pésimo,usuario@yahoo.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1677
784,08/05/25,Servicio pésimo,usuario@yahoo.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1678
785,2025-06-23 00:00,Servicio pésimo,usuario@yahoo.com,Malvinas Argentinas,"Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1679
786,"Jun 19, 2025",Demora en entrega,cliente123@outlook.com,Tigre,Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta.,1680
787,2025/05/19,Problema con el repartidor,cliente@gmail.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. No es la primera vez que pasa esto.",1681
788,"Apr 07, 2025",Cobro incorrecto,cliente123@outlook.com,Vicente López,No es la primera vez que pasa esto. Espero una pronta respuesta.,1682
789,"May 06, 2025",Pedido incompleto,usuario@yahoo.com,Escobar,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1683
790,02/05/25,Servicio pésimo,cliente@gmail.com,Malvinas Argentinas,Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta.,1684
791,2025/03/14,Reclamo por cobro,cliente@gmail.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.",1685
792,2025/06/10,RECLAMO pedido no llego,cliente123@outlook.com,San Isidro,Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto.,1686
793,15/01/25,Reclamo por cobro,usuario@yahoo.com,Tigre,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1687
794,2025/01/30,Error en la factura,usuario@yahoo.com,Vicente López,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1688
795,2025-03-10 00:00,Re: Pedido incompleto,cliente123@outlook.com,Vicente López,Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.,1688
796,2025-05-06 00:00,Entrega tarde otra vez,usuario@yahoo.com,San Martín,"Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1689
797,"Apr 04, 2025",Error en la factura,usuario@yahoo.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.",1690
798,"Mar 18, 2025",Pedido NO entregado!!!,usuario@yahoo.com,San Isidro,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto.",1691
799,"Jan 18, 2025",Problema con el repartidor,cliente123@outlook.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio.",1692
800,2025/04/21,Error en la factura,usuario@yahoo.com,Malvinas Argentinas,Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1693
801,05/01/25,Pedido incompleto,cliente123@outlook.com,Tigre,Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto.,1694
802,14/05/25,Pedido NO entregado!!!,reclamos@hotmail.com,San Miguel,No es la primera vez que pasa esto. Aguardo solución urgente.,1695
803,"Apr 22, 2025",Error en la factura,reclamos@hotmail.com,San Isidro,No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta.,1696
804,07/03/25,Pedido incompleto,cliente123@outlook.com,Tigre,No es la primera vez que pasa esto. Aguardo solución urgente.,1697
805,2025/03/04,RECLAMO pedido no llego,cliente123@outlook.com,San Miguel,"Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1698
806,2025/02/10,MAL SERVICIO,usuario@yahoo.com,Vicente López,Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.,1699
807,2025-05-05 00:00,Pedido NO entregado!!!,cliente@gmail.com,San Isidro,"Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1700
808,2025-04-04 00:00,Re: Pedido incompleto,cliente123@outlook.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1700
809,2025-05-08 00:00,Problema con el repartidor,usuario@yahoo.com,San Isidro,Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1701
810,19/04/25,Queja repartidor,usuario@yahoo.com,San Isidro,No es la primera vez que pasa esto. Espero una pronta respuesta.,1702
811,2025/04/15,Demora nuevamente,cliente@gmail.com,San Miguel,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1703
812,24/06/25,Servicio pésimo,reclamos@hotmail.com,San Fernando,Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.,1704
813,2025-06-15 00:00,RECLAMO pedido no llego,cliente@gmail.com,Tigre,Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto.,1705
814,2025-06-25 00:00,Reclamo por cobro,usuario@yahoo.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. No es la primera vez que pasa esto.",1706
815,24/01/25,Error en la factura,reclamos@hotmail.com,Tigre,Muy mal servicio. Espero una pronta respuesta.,1707
816,2025/01/09,Re: Pedido incompleto,cliente@gmail.com,San Miguel,Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.,1707
817,26/01/25,Re: Pedido incompleto,reclamos@hotmail.com,José C. Paz,Espero una pronta respuesta. Muy mal servicio.,1707
818,2025-04-27 00:00,Cobro incorrecto,cliente@gmail.com,San Fernando,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1708
819,2025/06/10,MAL SERVICIO,reclamos@hotmail.com,San Isidro,No es la primera vez que pasa esto. Aguardo solución urgente.,1709
820,"Jun 02, 2025",Re: Re: falta producto,reclamos@hotmail.com,San Miguel,"No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1709
821,14/03/25,Cobro incorrecto,cliente@gmail.com,Malvinas Argentinas,No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente.,1710
822,2025-01-06 00:00,Queja repartidor,usuario@yahoo.com,San Isidro,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio.,1711
823,"Jan 13, 2025",Pedido incompleto,cliente123@outlook.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1712
824,2025-05-26 00:00,Pedido incompleto,cliente@gmail.com,José C. Paz,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1713
825,22/02/25,Queja repartidor,reclamos@hotmail.com,Escobar,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1714
826,03/06/25,MAL SERVICIO,reclamos@hotmail.com,Tigre,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1715
827,2025/03/16,RECLAMO pedido no llego,usuario@yahoo.com,San Miguel,Espero una pronta respuesta. Muy mal servicio.,1716
828,"Jan 03, 2025",Demora en entrega,usuario@yahoo.com,San Martín,Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente.,1717
829,2025/06/02,Re: Pedido incompleto,cliente@gmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio.",1717
830,2025-04-01 00:00,Servicio pésimo,cliente@gmail.com,Escobar,Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta.,1718
831,2025-02-03 00:00,Reclamo por cobro,usuario@yahoo.com,Escobar,Aguardo solución urgente. Muy mal servicio.,1719
832,30/04/25,Cobro incorrecto,cliente@gmail.com,San Martín,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1720
833,2025-03-22 00:00,Entrega tarde otra vez,usuario@yahoo.com,San Miguel,Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto.,1721
834,2025/06/06,Problema con el repartidor,reclamos@hotmail.com,Malvinas Argentinas,Espero una pronta respuesta. Muy mal servicio.,1722
835,"May 23, 2025",Re: Re: falta producto,cliente@gmail.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1722
836,"Jan 10, 2025",Pedido incompleto,reclamos@hotmail.com,San Fernando,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1723
837,2025/04/24,Pedido NO entregado!!!,cliente123@outlook.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1724
838,24/01/25,Reclamo por cobro,reclamos@hotmail.com,San Fernando,Aguardo solución urgente. Espero una pronta respuesta.,1725
839,2025-05-30 00:00,MAL SERVICIO,usuario@yahoo.com,Malvinas Argentinas,No es la primera vez que pasa esto. Muy mal servicio.,1726
840,2025-03-26 00:00,Entrega tarde otra vez,reclamos@hotmail.com,San Isidro,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1727
841,2025-01-08 00:00,Re: Re: falta producto,cliente123@outlook.com,San Miguel,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1727
842,"Jun 17, 2025",Pedido NO entregado!!!,reclamos@hotmail.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1728
843,2025-01-15 00:00,Cobro incorrecto,cliente123@outlook.com,San Isidro,"Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1729
844,2025-01-23 00:00,No recibí mi pedido,usuario@yahoo.com,San Fernando,Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.,1730
845,2025/01/31,Re: Re: falta producto,cliente123@outlook.com,Malvinas Argentinas,"Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1730
846,12/05/25,Reclamo por cobro,cliente123@outlook.com,San Miguel,Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.,1731
847,"Jan 24, 2025",Re: Pedido incompleto,reclamos@hotmail.com,San Fernando,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1731
848,29/04/25,Cobro incorrecto,usuario@yahoo.com,San Miguel,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Espero una pronta respuesta.",1732
849,"Jan 21, 2025",Re: Pedido incompleto,reclamos@hotmail.com,San Fernando,Espero una pronta respuesta. No es la primera vez que pasa esto.,1732
850,2025-03-17 00:00,Re: Pedido incompleto,cliente@gmail.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. No es la primera vez que pasa esto. Aguardo solución urgente.",1732
851,2025/06/19,Demora nuevamente,reclamos@hotmail.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto.",1733
852,"Feb 16, 2025",Pedido incompleto,cliente@gmail.com,San Isidro,Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio.,1734
853,"Jun 21, 2025",Demora nuevamente,reclamos@hotmail.com,San Martín,No es la primera vez que pasa esto. Aguardo solución urgente.,1735
854,2025/06/04,Demora en entrega,cliente@gmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio.",1736
855,"Feb 13, 2025",RECLAMO pedido no llego,cliente123@outlook.com,Malvinas Argentinas,Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta.,1737
856,2025-03-19 00:00,No recibí mi pedido,usuario@yahoo.com,San Fernando,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1738
857,28/06/25,RECLAMO pedido no llego,cliente@gmail.com,Tigre,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1739
858,2025/01/23,MAL SERVICIO,cliente123@outlook.com,San Fernando,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1740
859,"Feb 09, 2025",Pedido incompleto,cliente123@outlook.com,San Miguel,Muy mal servicio. No es la primera vez que pasa esto.,1741
860,"Mar 17, 2025",MAL SERVICIO,cliente@gmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1742
861,2025/05/07,Re: Pedido incompleto,cliente@gmail.com,San Miguel,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1742
862,2025-05-16 00:00,Pedido NO entregado!!!,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto.",1743
863,"Jan 30, 2025",Servicio pésimo,reclamos@hotmail.com,San Miguel,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1744
864,2025/05/01,MAL SERVICIO,cliente123@outlook.com,Tigre,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1745
865,"Mar 17, 2025",Re: Re: falta producto,cliente123@outlook.com,San Martín,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1745
866,"Jun 20, 2025",Demora en entrega,usuario@yahoo.com,San Fernando,No es la primera vez que pasa esto. Muy mal servicio.,1746
867,"Apr 17, 2025",Entrega tarde otra vez,reclamos@hotmail.com,Tigre,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1747
868,2025/04/02,RECLAMO pedido no llego,reclamos@hotmail.com,San Fernando,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1748
